,0,1
191,در طول روز حداقل ۵ نفر منو آنفالو میکنن هی داره از محبوبیتم کم میشه اینجوری پیش بره میترسم فالوورا علیهم قیام کنن صفحرو بگیرن.,FEAR
192,من میترسم چون من نمیتونم به نبودنت عادت کنم و شاید تو بتونی.,FEAR
193,با فامیلمون شرط بستم گاو با رنگ قرمز وحشی نمیشه اگه شد بازنده کل فامیلو پیتزا بده. خلاصه رفتیم گاو گیر آوردیم فامیلمون ست قرمز کرده بود جلو گاوه هی بالا پایین میپرید گاوه هم انگار نه انگار الان 24 ساعته با گاوه داره صحبت می کنه پیشرفتش خوب بوده گاوه داری سعی میکنه فارسی حرف بزنه,OTHER
194,اگه مردا متوجه بودن باید ناراحت میشدن ..این توهین به همه ی مرداست که میگن مرد با موی زن تحریک میشه,SAD
195,همین چهره هایی گرفته و غمگین بهترین مدرک شکست این پروژه است.,SAD
196, قلم فوق العاده کاربردیلعنت به سیاست اگر انقدر کثیف است که #اصلاحطلب و #اصولگرا |هرکدام به دلیلی| درخصوصِ #آتشسوزی_مدرسه در #زاهدان و مرگِ کودکانِ معصوم سکوت کردهاند.,HATE
197,امشب ما ۱۰۰امین شام #۵شنبه_آیداونسا رو کنار هم جشن گرفتیم. ۲سال و نیم پیش من و آیدا قرار گذاشتیم هر پنجشنبه شام بریم یه رستوران تازه و این بهونهای باشه که هفتگی حتما با هم وقت بگذرونیم. ولی اون روز هیچوقت فکرشو نمیکردیم به ۱۰۰امین پنجشنبه برسیم! عجب تجربهای!,HAPPY
198, در اینکه با این افراد مشکل دارم و ازشون متنفرم شکی نیست ولی این که رهبر و پسرش پشت این داستانه دروغ نیست,HATE
199,مردم در این ایام از فرط غم دست به خودکشی دسته جمعی زدن …,SAD
200,تا سه سوت رو دارم غم ندارم,HAPPY
201,من به اونایی که ازشون متنفرم بیشتر از اونایی که دوستشون دارم فکر میکنم,HATE
202,بسیار زیبا و غم انگیز,SAD
203,خلاصه ي بازي ديشب بارسا رو ديدم و لعنت به من اگه يه بازيم از دست بدم و نبينم,ANGRY
204,دستاوردهای 40 ساله جمهوری اسلامی توسط چیزی به نام «نظام» کسب شده اما کاستیها محصول عملکرد دولتهایی بوده که از قضا رؤساشون هم آدمهای ناشایستی بودن! خب این یه مقدار عجیبه علیرضا ملوندی,SURPRISE
205,آفرین این حرکتت بی نظیر بود، عجب فی بالبداهه ای:-),HAPPY
206,"ی پیج پر از خنده و صمیمیت ?? آقای اینستاگرام """"""",HAPPY
207,نيچه چنين ميگويد كه افسردگی به انسان فرصت اندیشیدن نمیدهد. بنابراین برای نادان نگهداشتن انسان؛ باید به هر روش ممکن اندوهگینش عجب حکایت آشنایی,SAD
208,"جمله معروف معلم ها این بود که صورت مسئله رو درست بخونید و بفهمید , نصف پاسخ در سوال است. حالا وضعیت امروز جامعه شده است. مبهوت تیتر ها هستند . #فیک_نیوز",OTHER
209,سری بازیهای TheWitcher از کتاب اقتباس شدن. بهطوری که بازی باعث معروف شدن نویسنده و کتاب شده. نویسنده کتاب چون موقع قرارداد فکر میکرد این بازی موفق نمیشه با رقم پایینی قرارداد بست و حالا بعد از موفقیت بازی، نویسنده مبلغ بیشتری طلب کرده! #کتاب_بازی …,OTHER
210,""" گریه بودخودت گویی خودت خندی.عجب فروشنده هنرمندی""""""",SURPRISE
211,دقیییققققااااا.. بذر ترس رو از بچگی درونمون کاشتن و الانم چنان ریشه دوونده و تنومند شده که باید با تبر به جونش بیفتیم بلکه بشه نابودش کرد و بریزیم تو خیابونها.. #IslamicRegimeMustGo …,FEAR
212,حالا هی شب شد روز شد بهار شد پاییز شد یه روز خوب نیومد یه روز خوب اومد یه روز خوب رفت فلان. مگه میشه فرار کرد؟,OTHER
213,اصلا در حد انتظار نبود بیشتر کار راندازه تا یه هندزفری که ازش لذت ببری ، صدای بم اصلا نداره و تو موسیقی هیچ حسی نداری! و کیفیت سیمش شدیدا ضعیفه!,SAD
214,خشم و عصبانیت یک هموطن از نظام و مقامهای حکومت آخوندی اختلاس کننده ارزاق خودشون هستن من بچه #مهرانم و خادم الحسین هم هستم اما پشیمونم از این کارها... من غروبها خجالت می کشم پیش زن بچهم برم.. #اعتراضات_سراسری #,ANGRY
215,هیچی بدتر از این نیست که آدم از ترس قبول اشتباهش بیشتر ادامه اش بده و انکارش کنه,FEAR
216,ما هرگر از آنچه نمی دانستیم و از کسانی که نمیشناختیم ترسی نداشتیم، ترس سوغات آشنایی هاست..! _نادر ابراهیمی,FEAR
217,من فلیپس دارم وهم قبلا پاناسونیک و براون داشتم ولی این تکنولوژی براون فوق العاده هست من حتی موی صورتم که چند روز نزده بودم وفکر کردم نمیتونه بزنه رو به راحتی زد حتی بهتراز ماشینهای دیگه که داشتم.اگه کمی صداش کمتر بود دیگه خیلی شگفت انگیز میشد.,HAPPY
218,اگر تلاش این دخترا واقعن به ثمر بشینه اونوقت اخرش منی که هیچ کاری نکردم و فقط تماشا کردم روم نمیشه از نتیجش که ازادی حجابه استفاده کنم این چیزی بود که امروز بهش فکر میکردم و اینکه چیکار کنم وقتی اینقد میترسم,FEAR
219,امشب چند دیقه ی آخر خندوانه اشکمونو در اورد.. لعنت به هر چی جنگه.. لعنت..,SAD
220,"""هی آدمو ناراحت میکنن بعد میگن """"ناراحت نشو حالا"""" :((( خو مگه کرم داری؟ دله دیگه میشکنه""",SAD
221,تعرض به حریم مردم در #پیامرسانهای_داخلی حرام است رهبر معظم انقلاب اسلامی فرمودند: مسئولان باید #امنیت و #حریم_داخلی_مردم و کشور را حفظ کنند. تعرض به امنیت و حریم داخلی مردم «حرام شرعی» است و نباید انجام شود. …,OTHER
222,من يك كتابخونه خيلى بزرگ دارم خانوم جوان، مى تونم بعد از ظهرها به قسمت رمان هاى عاشقانه راهنماييت كنم و صبح كتاب هاى موفقيت رو بهت بدم، شب ها اما قسمت كتاب هاى ممنوعه قفله كه البته براى خانومى به زيبايى شما هيچ در قفلى وجود نداره.,OTHER
223,ابوالفضل باغگلی،عرفان زیدآبادی و امیرمحمد مختاری اعضای تیم کیک بوکسینگ پرشین کرمان امروز برای مسابقات کشوری و انتخابی تیم ملی راهی اصفهان شدند برای موفقیت بچه هامون دعا کنید #پرشین #جمعیت_امام_علی #کرمان,HAPPY
224,شب فقط اونجاش که با آهنگ غمگین حس میگیری یهو یه شاد پخش میشه توو تخت بندری میزنی,HAPPY
225,امروز تو آفیس بوی وحشتناک گندی میومد. بوی زباله چند روز مونده. برگشتنی کل محدوده ظفر تا ونک این بو میومد. الان توییترو دیدم انگار تو مناطق مرکزی هم این بو بوده. جالب اینه هفته قبل هم این بود رو حس میکردم بقیه میگفتن بوی آلودگی هواست!,SURPRISE
226, تا رو سیاه شونددهنت خشک میشه گلوت میگیره حس خفگی ضربان قلب بالا ضعف و سستی علائمی که برای خیلیا نشان از ترس و استرسه برای تو نشان از غم و غصه,SAD
227,باسلام خدمت مقام عزيز رهبري وتمامي مسئولان دلسوزنظام جمهوري اسلامي به نظربنده جهت حل تمامي مشكلات اقتصادي كه دركشوراست؟٢راه وجوددارد١-اعلام همبستگي تمام مسئولين وأحزاب وگروه هاكه يك دل ويك صداهمانندگذشته زماني كه درجنگ تحميلي بوديم٢-كوپنهاي اجناس كه به ملت ارئه ميشدرابكاربگيريد.٪,OTHER
228,لعنت به اینا که به صغیر و کبیر رحم نکردن #IranHatesMEK,HATE
229,پینترست شما هم مشکل داره و عکس سیو نمیکنه؟ یا فقط پینترست من دوست داره رو اعصابم پاتیناژ بره؟؟؟!!,ANGRY
230,کاشکی یه راهنما داشتم که بهم بگه چه جوری زندگی ام رو نجات بدم,SAD
231,تو تنها کسی هستی که میتونم راحت به شونه هات تکیه بدم؛ چون میدونم اگه اون موقع خوابم ببره سرمو زمین نمیذاری...,HAPPY
232,دوستت دارم های من ،اسبهایی رام نشدنی اند که هر جانب جهان بایستی بسویت میتازند ..... من آهنگ گامهایشان را ،آنگاه که از سینه ام تا دوردستهای تو پای می کوبند می شنوم ودر پس این موسیقی پر التهاب تو را زندگی میکنم...,OTHER
233,ویژگیهای بارز سه نامزد مطرح انتخابات ریاست جمهوری پیشرو: اول . اشرفغنی، شخصیت بروکرات، متفکر و سختمزاج است. مهارتش در اقتصاد و مدیریت، عالی است. او، آدم تجددگرا و تحولپسند است. کمتر سیاست میفهمد اما...  …,OTHER
234,من واقعا اعصابم خورد ميشه اين چيزا رو مي بينم و ما مردم از بدبختي هم مطلع هستيم اين دولت كه بايد اين چيزا رو ببينه نه ما هر روز داريم اين گروني رو با پوست و گوشتمون حس ميكنيم و هموطنامون رو كه اينطور مي بينيم حالمون بدتر ميشه تو رو خدا حالمون رو بيش از اين خراب نكنيد,SAD
235,هزاران شمع می توانند با یک شمع روشن شوند، و عمر آن شمع، کوتاه نخواهد شد… سهیم کردن شادی خود با دیگران، هرگز آن را کم نمی کند…,HAPPY
236,رووحش شاد،،عجب ساليه امسال???,SAD
237,شنیده ها عده ای از فرقه بهاریه میخواهند فردا در راهپیمایی ۲۲ بهمن شعارهایی هنجار شکنانه به جهت تفرقه علیه مسئولان اعم از دولتی و غیر دولتی بدهند و حواشی ای ایجاد کنند... مراقب باشیم هر گونه شعار تفرقه انگیز با اتمام حجت رهبری در خصوص حفظ وحدت قطعا از حنجره #دشمن است,OTHER
238,بخوایم نخوایم هنوزم هستن کسانی که در جواب میرم فلان کار رو انجام بدم میگن: از کنار برو.,OTHER
239,تذکر شفاهی به مسئولان اجرایی کشور,OTHER
240,دچار یه مریضی شدم که از محبت زیادی بدم میاد، حس بدی نسبت به طرف مقابلم پیدا میکنم، چرا اخههه؟,HATE
241,"""در آستانه شروع #تحریم ها به منظور قطع درآمد رژیم و سپاه برای تامین خشونت در دنیا، آیا از اقدامات ۱٢گانه ای که آمریکا برای یک توافق جدید با ایران پیش رو گذاشته مطلعید؟اغلب موارد مطالبات معترضانی هستندکه در #ایران میگفتند """"سوریه را رها کن، فکری به حال ما کن""""""",OTHER
242,دیروز یکی گفت بهترین خاطره ای که تو طول ترم از کلاس داشتم، اون لحظه ای بود که تو بلند گفتی پشمام. جوری که تو خیابون دارم راه میرم، یهو بی هوا میزنم زیر خنده تا الان فک میکردم بی خاصیت ترین عضوای بدنمن. الان فهمیدم خیلی هم با خاصیتن گوگولیای سیاه فرفری,HAPPY
243,عصبیم میکنید وقتی پولتونو دارید کارتونو دارید مدرک خوب از دانشگاه خوب دارید بعد الکی ناراحتید,ANGRY
244,مهم نیست که اشتباه کنیم یا کامل نباشیم ولی فاجعه است اگه از ترس اشتباه کردن حق زندگی کردن رو ازخودمون بگیریم.,FEAR
245,بعد از اون همه آهنگ شاد، ندای حسینم یا حسینِ نزار قطری، روحم رو شاد داد... به قول #مولانا : هر کسی کو دور ماند از اصل خویش/ باز جوید روزگار وصل خویش,HAPPY
246,چهار شگفت انگیز بینندگانیم :),OTHER
247,""" """"دوسش دارم صداش لذت بخشهبدبختی اونجاست با اینکه رفته ولی هر روز تو خواب ادمه""",SAD
248,حسین با خیلیامون رفیق بود. حداقل یه هشتگ براش بزنیم ما که نمیدونیم چی سرش اومده و الان کجاست. بیشتر از اینم از دستمون برنمیاد. ولی ج.ا بدون این خشم ها یه روزی خالی میشه روت. یه روزی پدرتو درمیاریم. اسمت میمونه نگران نباش. به حرامزادگی یاد خواهی شد #حسین_قشقایی_کجاست,ANGRY
249,#استارتاپ_ویکند_بیرجند فرصتی عالی بود که کلی دوست جدید پیدا کنم و یه عالمه مطلب جدید یاد بگیرم به امید شکلگیری چند #استارتاپ جدید که باعث بزرگتر شدن #اکوسیستم_استارتاپی #بیرجند بشن به ویژه با الگوهای بینظیری مثل  و  #Startup #sw_uni_birjand,HAPPY
250,از این سبک تویت متنفرم ولی امیدوارم فردا بنویسین سونی ۰ جی ال ایکس ۳,HATE
251,ای سرزمین من! شور آفرین میهن! خوارتو گاییدم که ریدی به جوونی و زندگی و همه چیمون.ذره ای از خاکت واسم کوچکترین ارزشی نداره.از متر به مترت متنفرم.,HATE
252,من هر وقت موزیکی گوش میکنم که صدای خواننده روی موسیقی سوار نباشه اعصابم خرد میشه. بخصوص اینهایی که همهاش از تمپو و... استفاده میکنند. جالبتر نیست وقتی اول خواننده را بشنوید و بکگراند موسیقی؟,ANGRY
253,خبر #تجاوز_به_کودکان_شوشتر رو خوندم و از شدت خشم سرم داغ شد دندونامو رو هم فشار دادم و درنهایت بعضم ترکید ... اونقدر خبرتجاوز به کودکان حالمو خراب میکنه که مثل مرغ سرکنده میشم. چطور این خبرو میخونیم و کاری نمیکنیم؟ نه فقط شوشتر که همه ی کشور باید اعتراض خودشونو نشون بدن,ANGRY
254,یاد گرفتم افرادی رو در زندگیم راه بدم که صداقت رو به سیاست در رابطه ترجیح بدن.با ذوق از سیاست بقیه تعریف نکنن. از شنیدن حرف تصنعی ناراحت بشن,OTHER
255,نصفه شبی یادم افتاد سال ۸۱ رفتیم شمال از طرف مرکز موسیقی. یه جشنواره بود که ناظری هم توش میخوند. همین پیدا شدم بود گمونم. من و رضا و زری و مرضی و مشتاق هاج و واج چند دقیقه نگاه کردیم به استاد یهو زری داد زد این چرا این جوری میکنه؟ از فرط خنده سینهخیز از کنسرت زدیم بیرون.,HAPPY
256,برعکس تصورات موجود مهمترین انگیزهی جهادگران امنیتی پس از انگیزهی اعتقادی، آن خندهها و لبخندهایی است که هنگام گذر از خیابان بر چهرههای عابران میبینند. لذت جهادگری امنیتی به اکتشاف است! ۲,HAPPY
257,بارها از من پرسیدند چکار کنیم که هنگام دیدن فیلم ترسناک غافلگیر نشویم؟ در این #رشتو چند نکته کلیدی یادتان میدهم تا دیگه غافلگیر نشوید. ۱- کاراکتری که بچه دارد و با اون مهربان است، احتمالا جزو بازماندگان خواهد بود. ۲- پیرها جزو اولین نفراتی هستند که کشته میشوند,OTHER
258, با سلام ، آیا نمونه امضایی که در بانک دارم رو میتونم عوضش کنم ؟ یعنی برم شعبه بگم اون امضا قبلیه رو میخوام تغییر بدم ؟چون امضام زیادی ساده ست,OTHER
259,دوستان انتقاد های بسیاری کرده اند در مورد آقای #حسین_دهباشی که چرا باید در این کارگاه آموزشی حضور داشته باشند؟ 1 - بهتر از ایشان را معرفی کنید. 2 - جلسه کارگاه آموزشی ست نه میتینگ سیاسی. 3 - اینکه حضرات ایشان را قبول ندارد مساله شخصی شماست نه مساله انقلاب. #رویش_منتظران,OTHER
260,یه اخلاقی هست که شما از بقیه تعریف میکنی، جوری که به شنونده متواضع بودن خودتو القا کنی و بیشتر خودت رو عزیر کنی تا اینکه واقعا تاثیری بر ذهنیتش در مورد شخص ثالث داشته باشی. همین، از این اخلاق متنفرم,HATE
261,در راستای دومین همایش کار در بوستان گفت و گو چیزی که خیلی عجیب و ناراحت کننده بود سیل ارسال رزومه برای پیدا کردن شغل و یا جا به جا شدن بود. اما عجیت تر ۳۰ درصد رزومه ها در رشته صنایع و دانشگاه برتر کشور بود. #نمایشگاه_کار #خدمات_انفورماتیک_نوین_کیش #شغل,SURPRISE
262,احساس میکنم شاید اگه تری کروز voice acting دومفیست رو انجام میداد کمتر ازش متنفر میشدم. (منظورم دومفیسته). #اورواچ,HATE
263,یکی از نقاط انحرافی که آقای #اقاميري مطرح میکنه بحث خوف و رجا (ترس و امید) نسبت به قضای الهی هست ، توصیه میکنم برای درک درست و دقیق این موضوع #دعای_کمیل بخونید تا هم لذت مناجات امیرالمومنین(ع) رو بچشید و هم دید خوبی نسبت به حدود رحمانیت خداوند پیدا کنید .,HAPPY
264,لعنت بر کهیر,HATE
265,این بوش ذلیل مرده هر روز میگفت میخوام حمله کنم به ایران اینجوری بود که از ۸تا ۱۳ سالگی من با ترس از جنگ و کابوس جنگ گذشت خدا لعنت کنه باعث و بانی هر چی جنگه,FEAR
266,زبان در دهان علی گذاشت، علی اکبر دید بابا از خودِ او تشنه تر است. چهارمین عضو جگر حسین بوده، هلال بن نافع می گوید، آمدم نزدیک گودال، جنگ تمام شده، از بالای گودال نگاه کردم، دیدم لبهای حسین تکان می خورد، نزدیک تر رفتم، گفتم شاید حسین نفرین می کنه، دیدم می گوید: «لشگر جگرم از تشنگی,SAD
267,نیلوفر بیانی، یکی از ۸ حافظ محیط زیستی که بیش از یک سال است در زندان به سر میبرد، در جلسه دادگاه در اعتراض به کیفرخواستی که مبتنی بر اعترافات اجباری، از بد رفتاری، تهدید و شکنجه که مبنای این اعترافات بود، سخن گفت. در این ویدیو که دوستانش منتشر کردهاند با او بیشتر آشنا شویم.,OTHER
268,"""مژده جون """"پس مژه بزن که بریزه اشک شادی""""""",HAPPY
269,"""دیجی لطفا دوباره شگفت انگیزش کن""""""",HAPPY
270,پیامکهای تبریک عید رو کپی میکنید اون اسم پایینش رو پاک کنید یا عوض کنید، امسال فعلا یه نفر سوتی داده :-.) #نوروز,OTHER
271,دروازه بان میمون عربستان عجب گلی خورد,SURPRISE
272, بیا خودم یه کارت هدیه بدم,OTHER
273,"""ساده و بسیار کاربردی""""""",HAPPY
274,در حالی دارم از بستگانم میخواهم آرامششونو حفظ کنند و از جانشان مراقبت کنن که خودم در حال انفجار از خشم هستم جمهوری اسلامی اشغالگری رو خوب نشون مردم دادی تف به شرف هرکسی که ازین رژیم حمایت کنه تف به شرف هرکسی که ازین رژیم حمایت کنه #خرمشهردرخون #خونینشهر #خرمشهر,ANGRY
275,خدایا این شادی رو از ملت نگیر???آمین,HAPPY
276,گزارش درباره تجاوز موادفروش،رانندهتاکسی،باغبون و... به یک زن معتاد مبتلا به ویروس اچآیوی,OTHER
277,بعضی وقتا برای بدست آوردن موفقیت، لازمه از «فضای امن» خودمون بیایم بیرون، ریسک کنیم و تجربه های جدیدی کسب کنیم. #تجربه,OTHER
278,صبح امروز تعدادی از کارگران راهآهن دورود خرمآباد بهخاطر آنچه عدم پرداخت مطالبات و حقوق چندین ماه، نبود بیمه و غیره اعلام شده، تجمع کردند. این کارگران در گفتوگو با ایسنا خواستار پیگیری مطالبات و رفع مشکلاتشان از سوی مسئولان شدند.,OTHER
279,اگر بخوام جدی پاسخ بدم، از لحاظ عرفی معمولا سالگردهای فرد رو زوج تقبل میکنه و سالگردهای زوج رو زوجه. اگر سالگرد ۱ رو زوج تقبل کرد، ولی رابطه به سالگرد ۲ نرسید چه کنیم؟ زوجه باید ۵۰٪ هزینه سالگرد ۱ رو با احتساب تورم روز به زوجه برگردونه. یه ماچ آبدار هم بده. …,OTHER
280,"""لذت از هنر موسیقی و زندگی با ارزش تره از یه کم هزینه""""""",OTHER
281,همه داریم اشتباه می کنیم. اشتباه می کنیم که دل های شکسته را، ارواح تحقیر شده را، آمال بر باد رفته را در خشم، در خشونت، در تقطیع جملات خبری، امری، هجومی پنهان می کنیم. اشتباه می کنیم که حقمان را از حلقوم یکدیگر طلب می کنیم. اشتباه می کنیم و می دانیم که اشتباه می کنیم.,SAD
282,#ژن_خوب: اگر نمیتوانید کار کنید بروید بمیرید! ساشا سبحانی پسر سفیر سابق ایران در ونزوئلا با انتشار ویدئویی در صفحه شخصی اش کاربران فضای مجازی را شگفت زده کرد./خبرآنلاین پ.ن: این حروم لقمه ها رو باید از خجالتشون دراومد دیگه مسامحه کافیه,ANGRY
283, با این که صفحه بزرگی داره و در دسته فبلت ها قرار میگیره اما خوش دسته و کار کردن باهاش لذتیکی از راههای تشخیص اینکه یه شهر یا محله برای زندگی مناسب هست یا نه اینه که ببینید سگ و گربهها اونجا از دست آدما فرار میکنن یا نه. اگه حیوونای ولگرد اون محله راحت بهتون نزدیک شدن و اجازه دادن بهشون دست بزنید، بدونید اونجا محل مناسبی برای زندگیتونه.,OTHER
284,وقتی یک قاضی ساده، رای به لغو دستور مهاجرتی ترامپ داد، خیلیا گفتن احسنت به این استقلال قضایی. دیروز هم دقیقا همین اتفاق افتاده و یک بازپرس برخلاف اراده دولت، رای به فیلترینگ تلگرام داده. پس بحث بر سر استقلال قضایی نیست. مساله اینه که چقدر اون دستور، همسو با افکار عمومی باشه,OTHER
285,تعریف این محمدرضا احمدی از پاس عالی چیه؟,OTHER
286,"""هر موقع خواستین از لفظ"""" دهاتی"""" برای تحقیراستفاده کنین بدونین دهاتی یعنی: رنگها وموسیقی شاد/ یعنی تنوع زیبای لهجه ها/ یعنی میراث فرهنگی""",OTHER
287,از اساتيدي ك ريز نمره در ميارن متنفرم! يادته ي بار شديدا حالت بد بود و نرسيدي فلان كار رو انجام بدي؟ الان نمرش رو از تومقعدت ميكشم بيرون بابا دهنت سرويس! فرصت جبران بده! شرايط همه يكسان نيست,HATE
288,اقشار مختلف مردم اعم از کارگران، معلمان، دانشجویان مطالبات بهحقی دارند. مسئولان پاسخ قانعکنندهای به آنان بدهند.درخصوص اخبار نگرانکنندهای که از نحوه برخورد با فعالان صنفی شنیده میشود، شفافسازی کنند. برخوردهای امنیتی و قضایی با مطالبات قانونی اقشار مختلف مردم چارهی کار نیست,OTHER
289,بابای اکسم #ولنتاین رو با یه متن زیبا بهم تبریک گفته!! و من نمیدونم جواب این #درام_تراژدی رو چی بدم!!,SURPRISE
290,عجب همسایههای استیم! شما باختید، اینجا خیلیها خوشحال شدهاند(برای خودم بیتفاوت است) اما هیچ وقت یادم نمیرود: علیدایی با گلزنی در مقابل افغانستان،فلسطین،نپال،کامبوج و... مدتها آقای گُل جهان بود,SURPRISE
291,از جایی دیگه اعصابم خرد بود و نتونستم متناسب با حس و حال بچه بهش بفهمونم که نمیشه! گریه کرد شاکی شد و من سنگ بودم اون لحظه در صورتی که میتونستیم مثل همیشه باهم تعامل کنیم لعنت به من که شعور زندگی و رفتار جمعی رو ندارم لعنت به پریود و pms کاش دور شم از هرچی و هرکی که هست,ANGRY
292,دختر بندری تو سرت کن روسریتووووو / با.اون چشای نااااازت دلما میبری تو/رو بند بنداز رو صورتت صورتته نبینن گلِ منی !میترسم گلِ منه بچینن/  بیاااااا دستا بندری بااااااالا??,HAPPY
293,عاشقان سرشکسته گذشتند، شرمسارِ ترانه های بی هنگامِ خویش وکوچه ها بی زمزمه ماند و صدای پا آقاى افشار، محبوب ترين گوينده خبر براى من، پرواز كردند تسليت به تمامى دوستدارانشون روحشون شاد #قاسم_افشار #عاشق #گوينده_خبر #شاملو #ما_تو_را_ميبينيم,SAD
294,درنهایت پس از ده روز جنگیدن، احساس بیهودگی، ناکارآمدی و غم بر من غلبه کرد، اگر تا جمعه زنده ماندم خوب میشوم,SAD
295,سوال این بود : ببر ، فیل ، گوزن ، کدام حیوان وحشی است ؟ جوابش هر سه اما به گمانم جواب صحیح تر این باشه : انسان از هر سه تا وحشی تر است !,SAD
296,"""روح آدم را میجوند تا حرف خودشان را به کرسی بنشانند! نه به عشق فکر میکنند نه به گذشتهها و یادشان نمیآید که روزی روزگاری گفتهاند: """"دوستت دارم!""""""",SAD
297,ما به چنگیزخان مغول میگیم خونخوار و وحشی ولی مغولها بش میگن کشورگشا و دلیر خیلی چیزها همینطوریه نسبی هست بستگی داره کدوم طرف ایستاده باشی,OTHER
298,موفقیت ۴۰ سالگی انقلاب همین بس که آمریکا و پمپئو دست به دامن مسیح علینژادها شدن برای براندازی:)))) #مرگ_بر_امریکا #الله_اکبر #بعث_انقلاب,OTHER
299,منی که الان باید خواب هفت پادشاهو میدیدم چرا بیداااارم؟؟؟ آفرین درسته ^_^ چون اعصابم کیریه,ANGRY
300,اتفاقا همیشه باید  دنبال منفعت بیشتر باشید ریسک برای بهترین موقعیت  افکار نو با ایده های خلاق  نه این که بترسی و کاری نکنی این وفاداری نیست این ترسو بودنه,FEAR
301,علی مطهری:قول مسئولان برای رفع حصر تا پایان سال/ اگر تا پایان سال حصر رفع نشود اعتراضاتمان را شروع میکنیم. پ.ن: این برای ثبت در تاریخ است.تا پایان سال 31 یک روز زمان باقی مانده است,OTHER
302,  ۱۰_۱۲ سال پیش ورساچه رو برام هدیه آورده بودن و من شاید کلآ دو بار تونستم استفاده کنم ،خیلی از بوش بدم میاد.رانندگان دشمن برای شکستن اعتصاب عراقی ها بکمک مسئولان عراقی متن میایند,OTHER
303,نمیتونین تصور کنین که چقدر از دوستای دوستام متنفرم و حالمو بهم میزنن و دلم میخواد چکیشون کنم بعدم یه روز جمعشون کنم یه جا و به آتَش بِکِشَمِشون,HATE
304,امروز میخاست به روز عالی تموم بشه که چقدر راحت خراب شد,SAD
305, باشه هر جور راحتی اون موقع که داشتیم بحث میکردیم پشت فرمون بودم و نتونستم درست و حسابی جوابتو بدم اشکال نداره,OTHER
306,یکی از این چیچی نیوزها ایجاد ترافیک در خیابانها را به عنوان تاکتیکجدید مبارزه اعلام کرده است. امیدوارم مسئولان این تاکتیک جدید را جدی بگیرند و بدانند از فردا هر خیابانی ترافیک بود، اقدامی علیه نظام است، شاید فکری به حال ترافیک کردند و مشکل حل شد.,OTHER
307,صبح امروز، ۱۵مهرماه ۱۳۹۷. اعتراض نمادین دانشجویان دانشکده علوم اجتماعی دانشگاه علامه طباطبایی نسبت به سکوت اساتیدو مسئولان، در قبال بازداشت #نجمه_واحدی، احکام ظالمانه دانشجویان و وقایع جامعه. #سکوت_اساتید  …,OTHER
308,"""خواستم خواهش کنم موجودش کنید (اگر هم رنگ سبزش باشه خیلی خیلی ممنون می شم).""""""",OTHER
309,سب موفقیت در عرصه انرژی هستهای، نانوتکنولوژی، و علوم هوا و فضا و پرتاپ ماهواری، از جمله موفقیتهای علمی و تحقیقاتی ایران در سالهای اخیر به شمار می روند. #چهل_سال_سازندگی #بعثت _انقلاب,HAPPY
310,مسئولان استعفا نمیدهند مگر اینکه فیلم ناجور در تلویزیون کیش پخش شود. راهکار: وسط اختلاس، وسط تصادف اتوبوس دانشجویان، وسط سوختن مدارس و کلا وسط هر چیزی، یک فیلم جکی چان پخش کنیم تا خبر به گوش همه مسئولان برسد. ۲ شرق,OTHER
311,پارسالم تقریبا همین موقعها بود که زلزله اومد. عجب وضعی شده بود خیابونا :|,SURPRISE
312,انقدر كلافم دوس دارم يه پولي بدم به خودم بگم چند روز بره مسافرت تنهام بذاره.,SAD
313,بعد از مدت ها کسی تو خونه نیست و از آرامشی که دنبالش بودم میخوام لذت ببرم اگر این استرسی که هر لحظه میگه، الان یکی میاد و خلوتت بهم میخوره، بگذاره! #زندگی_دانشجویی #خلوت,HAPPY
314,مازندران می گردد وبا قانون محیط زیست و اکو سیستم و حق کشاورزان حقابه بگیران مغائرت دارد. لذا ما در فضای مجازی اقدام به تشکیل گروه 15000نفری به نام .. نه به احداث سد فینسک از کل مازندران نموده ایم مسئولان استانداری وسازمان محیط زیست زیر مجموعه دولت هستند و شما حضرات وکیل ملتِ,OTHER
315,"""#نظر تو مهمه""""""",HAPPY
316,شباهت زیاد جرارد و کریم باقری عجیبه,SURPRISE
317,چقدر این ویدیو عجیبه! خسته شدم بعد از دیدنش واقعا  …,SURPRISE
318,خشم بیش از حد گرفتن وحشتآرد و لطف بیوقت هیبت ببرد ، نه چندان درشتی کن که از تو سیر گردند و نه چندان نرمی که بر تو دلیر شوند #سعدی,OTHER
319,انقدررر ازت بدی دیدم که تنفرم تنها تو خودت یه نفر جمع نمیشه...دایره ادمایی ک ازشون متنفرم رو حسابی بزرگ کردی،خودت،رفقات، دور و وریات و...ولی نگران نباش ها، تو خودت همیشه سرگروه باقی میمونیافتخارش تنها و تنها نصیب خودته,HATE
320,اقا فرمودند امیدشان بعد از خدا به جوانان است (نه مسئولان). جوانان عزیز شما هم امیدتان به خدا و رهبر عزیز، و خودتان باشد (نه مسئولان)! #گام_دوم_انقلاب مصداق کاملی از مفهوم آتش به اختیاریست,OTHER
321,دوباره باید ماسک بیتفاوتی را به چهره بزنیم. دوباره باید برگردیم تو همان باتلاق زندگی در کشور عزیزمان.زنگ تفریح تمام شد.,SAD
